Date,bitcoin,gold,pred_bidcoin,pred_gold
2016/9/11,621.65,,611.0842857142858,
2016/9/12,609.67,1324.6,609.6457142857143,
2016/9/13,610.92,1323.65,609.72,
2016/9/14,608.82,1321.75,609.3971428571429,
2016/9/15,610.38,1310.8,607.9771428571429,
2016/9/16,609.11,1308.35,606.1257142857143,
2016/9/17,607.04,,603.9785714285715,
2016/9/18,611.58,,603.5271428571428,
2016/9/19,610.19,1314.85,602.1214285714286,
2016/9/20,608.66,1313.8,600.5199999999999,
2016/9/21,598.88,1326.1,600.1342857142857,
2016/9/22,597.42,1339.1,601.1042857142857,
2016/9/23,594.08,1338.65,602.0228571428572,
2016/9/24,603.88,,604.21,
2016/9/25,601.74,,605.7728571428571,
2016/9/26,598.98,1340.5,607.3785714285714,
2016/9/27,605.96,1327.0,609.2171428571429,
2016/9/28,605.67,1322.5,609.74,
2016/9/29,603.85,1318.1,609.9557142857142,
2016/9/30,609.39,1322.5,611.1314285714286,
2016/10/1,614.82,,612.2485714285714,
2016/10/2,612.98,,612.2371428571429,
2016/10/3,611.85,1313.3,612.6185714285714,
2016/10/4,609.62,1283.3,613.4314285714287,
2016/10/5,607.18,1269.4,614.1671428571428,
2016/10/6,612.08,1254.5,618.1428571428571,
2016/10/7,617.21,1258.75,621.5542857142857,
2016/10/8,614.74,,623.9557142857144,
2016/10/9,615.65,,627.2700000000001,
2016/10/10,617.54,1259.5,630.9514285714286,
2016/10/11,614.77,1253.45,634.0128571428571,
2016/10/12,635.01,1256.5,637.0871428571429,
2016/10/13,635.96,1261.05,636.2642857142857,
2016/10/14,634.02,1251.75,635.0871428571429,
2016/10/15,637.94,,634.7871428571428,
2016/10/16,641.42,,637.2928571428571,
2016/10/17,638.97,1254.8,638.9828571428571,
2016/10/18,636.29,1258.2,640.7571428571429,
2016/10/19,629.25,1269.05,643.4742857142857,
2016/10/20,627.72,1271.65,646.6457142857142,
2016/10/21,631.92,1266.05,654.4314285714287,
2016/10/22,655.48,,662.397142857143,
2016/10/23,653.25,,666.7442857142858,
2016/10/24,651.39,1265.55,673.1371428571427,
2016/10/25,655.31,1269.4,680.3671428571428,
2016/10/26,651.45,1270.5,686.3242857142858,
2016/10/27,682.22,1266.25,698.0214285714285,
2016/10/28,687.68,1273.0,698.5857142857143,
2016/10/29,685.91,,698.0157142857144,
2016/10/30,698.0,,700.7128571428573,
2016/10/31,702.0,1272.0,702.7128571428572,
2016/11/1,697.01,1288.45,703.85,
2016/11/2,733.33,1303.75,705.5585714285716,
2016/11/3,686.17,1301.0,703.7871428571428,
2016/11/4,683.69,1302.8,708.8342857142858,
2016/11/5,704.79,,713.3714285714285,
2016/11/6,712.0,,713.2171428571429,
2016/11/7,709.96,1283.05,711.8285714285714,
2016/11/8,708.97,1282.35,711.3285714285714,
2016/11/9,720.93,1281.4,711.6057142857143,
2016/11/10,721.5,1267.5,710.2914285714285,
2016/11/11,715.45,1236.45,712.5,
2016/11/12,703.71,,717.0814285714285,
2016/11/13,702.28,,723.5485714285714,
2016/11/14,706.46,1213.6,727.3742857142855,
2016/11/15,710.91,1226.95,731.9557142857142,
2016/11/16,711.73,1229.2,735.6785714285714,
2016/11/17,736.96,1226.75,739.95,
2016/11/18,747.52,1211.0,740.0200000000001,
2016/11/19,748.98,,738.3228571428572,
2016/11/20,729.06,,736.1357142857144,
2016/11/21,738.53,1214.25,735.9785714285714,
2016/11/22,736.97,1212.25,734.3757142857141,
2016/11/23,741.63,1185.35,733.7671428571429,
2016/11/24,737.45,1186.1,733.9185714285715,
2016/11/25,735.64,1187.7,734.5757142857143,
2016/11/26,733.67,,739.8314285714287,
2016/11/27,727.96,,744.2114285714287,
2016/11/28,727.31,1187.0,749.2128571428573,
2016/11/29,732.71,1186.55,753.1157142857143,
2016/11/30,742.69,1178.1,756.5314285714286,
2016/12/1,742.05,1161.85,758.8599999999999,
2016/12/2,772.43,1173.5,762.8128571428572,
2016/12/3,764.33,,762.4685714285715,
2016/12/4,762.97,,763.147142857143,
2016/12/5,754.63,1162.2,765.1514285714286,
2016/12/6,756.62,1172.5,768.3471428571429,
2016/12/7,758.99,1177.65,771.3999999999999,
2016/12/8,769.72,1171.05,773.6714285714287,
2016/12/9,770.02,1163.6,774.6757142857143,
2016/12/10,769.08,,775.512857142857,
2016/12/11,777.0,,778.3157142857142,
2016/12/12,777.0,1156.1,779.9442857142857,
2016/12/13,777.99,1158.55,781.6114285714285,
2016/12/14,774.89,1162.25,783.7685714285715,
2016/12/15,776.75,1126.95,790.8142857142857,
2016/12/16,775.88,1131.6,799.1314285714287,
2016/12/17,788.7,,817.0500000000001,
2016/12/18,788.4,,831.7514285714285,
2016/12/19,788.67,1136.25,846.6371428571429,
2016/12/20,793.09,1125.7,862.1600000000001,
2016/12/21,824.21,1133.65,881.7714285714285,
2016/12/22,834.97,1131.35,896.9328571428571,
2016/12/23,901.31,,915.277142857143,
2016/12/24,891.61,,922.54,
2016/12/25,892.6,,932.0414285714286,
2016/12/26,897.33,,947.0585714285714,
2016/12/27,930.37,,964.007142857143,
2016/12/28,930.34,1134.6,975.8714285714286,
2016/12/29,963.38,1145.9,1003.9314285714287,
2016/12/30,952.15,,1008.4014285714286,
2016/12/31,958.12,,1015.1871428571429,
2017/1/1,997.72,,1006.4314285714285,
2017/1/2,1015.97,,993.6342857142856,
2017/1/3,1013.42,1151.0,978.5657142857143,
2017/1/4,1126.76,1164.25,963.2271428571429,
2017/1/5,994.67,1176.7,914.4357142857143,
2017/1/6,999.65,1175.85,883.9,
2017/1/7,896.83,,859.1342857142857,
2017/1/8,908.14,,847.86,
2017/1/9,910.49,1178.5,835.2042857142858,
2017/1/10,906.05,1189.5,823.777142857143,
2017/1/11,785.22,1178.55,823.4614285714285,
2017/1/12,780.92,1205.05,840.8014285714287,
2017/1/13,826.29,1190.35,857.2126964285716,
2017/1/14,817.91,,866.8314232142857,
2017/1/15,819.55,,877.9357089285714,
2017/1/16,830.5,1203.0,892.0862267857143,
2017/1/17,903.84,1216.05,905.1681714285714,
2017/1/18,906.6,1214.75,907.4724571428571,
2017/1/19,895.798875,1196.05,905.5361178571429,
2017/1/20,893.6210875,1200.55,908.4157428571427,
2017/1/21,895.64,,911.4770160714286,
2017/1/22,918.603625,,915.0016232142858,
2017/1/23,922.0736125,1212.85,914.620105357143,
2017/1/24,919.97,1216.8,913.2081607142858,
2017/1/25,893.045625,1195.0,919.5990285714286,
2017/1/26,915.95625,1189.7,931.9787785714286,
2017/1/27,915.05,1184.85,941.6164571428571,
2017/1/28,920.31225,,955.6131714285714,
2017/1/29,915.933,,971.4256232857143,
2017/1/30,912.19,1192.8,988.3023375714284,
2017/1/31,964.706075,1212.8,1004.2771590000001,
2017/2/1,979.703875,1203.65,1016.4777197142857,
2017/2/2,983.42,1221.95,1026.9257375714285,
2017/2/3,1013.027,1215.2,1025.8804518571428,
2017/2/4,1030.999413,,1023.8913804285714,
2017/2/5,1034.07,,1019.1186071428572,
2017/2/6,1024.01375,1226.75,1014.3378392857143,
2017/2/7,1050.11,1231.0,1010.8897857142857,
2017/2/8,1052.84,1242.1,1003.902642857143,
2017/2/9,976.103,1236.8,998.1149268571428,
2017/2/10,999.1035,1228.3,1006.5585161428572,
2017/2/11,997.59,,1011.715159,
2017/2/12,1000.604625,,1020.1504644285715,
2017/2/13,999.877375,1222.25,1027.6039874285714,
2017/2/14,1001.2,1230.75,1034.8886481428572,
2017/2/15,1012.325988,1224.4,1052.4012808571429,
2017/2/16,1035.208125,1240.55,1068.243738,
2017/2/17,1035.2,1241.95,1081.786863,
2017/2/18,1056.637138,,1101.7391844285714,
2017/2/19,1052.779286,,1115.1632667142858,
2017/2/20,1050.87,1237.3,1129.1047972857143,
2017/2/21,1123.788429,1233.2,1149.087933,
2017/2/22,1123.223188,1236.65,1158.1989125714285,
2017/2/23,1130.01,1247.9,1167.8656,
2017/2/24,1174.86625,1253.65,1186.3514310000003,
2017/2/25,1150.605714,,1202.1048238571427,
2017/2/26,1150.37,,1221.5897218571429,
2017/2/27,1190.75195,1257.2,1238.8130504285714,
2017/2/28,1187.565286,1255.6,1250.8766825714285,
2017/3/1,1190.89,1240.4,1264.010213142857,
2017/3/2,1259.410817,1238.1,1259.224970285714,
2017/3/3,1285.14,1226.5,1249.661874,
2017/3/4,1287.0,,1236.3690168571427,
2017/3/5,1270.9333,,1220.9632847142857,
2017/3/6,1275.197375,1230.95,1214.7577597142858,
2017/3/7,1279.5,1216.65,1207.9695632857145,
2017/3/8,1157.3933,1209.2,1203.0939612857144,
2017/3/9,1192.469143,1206.55,1217.3805791428572,
2017/3/10,1192.09,1202.65,1226.599273,
2017/3/11,1179.159875,,1212.182399857143,
2017/3/12,1227.494625,,1179.7641837857143,
2017/3/13,1227.68,1204.2,1142.649237357143,
2017/3/14,1245.370786,1204.6,1117.1355927857144,
2017/3/15,1257.399625,1198.8,1099.029772357143,
2017/3/16,1257.0,1229.35,1078.4012545,
2017/3/17,1091.171888,1229.6,1047.2282545,
2017/3/18,952.2323625,,1025.9065154,
2017/3/19,967.69,,1022.4347493285715,
2017/3/20,1049.084488,1232.4,1020.8770796857143,
2017/3/21,1118.630043,1241.6,1019.183474257143,
2017/3/22,1113.0,1249.05,1008.0991824,
2017/3/23,1038.789,1247.5,997.7528252571428,
2017/3/24,941.9197143,1247.5,997.6264752571429,
2017/3/25,927.93,,1010.8865160714286,
2017/3/26,956.7863125,,1033.6007404999998,
2017/3/27,1037.22925,1257.55,1053.9411422857142,
2017/3/28,1041.04,1257.25,1060.0498208571428,
2017/3/29,1040.5755,1251.1,1074.4155869999997,
2017/3/30,1037.90455,1248.8,1087.6304175714286,
2017/3/31,1034.74,1244.85,1101.2911961428572,
2017/4/1,1086.929571,,1123.536089,
2017/4/2,1099.169125,,1136.9961271428572,
2017/4/3,1079.99,1247.25,1149.1191092857143,
2017/4/4,1141.600363,1257.65,1167.3698057142858,
2017/4/5,1133.079314,1245.8,1179.515045,
2017/4/6,1133.53,1252.5,1191.8022858571428,
2017/4/7,1190.45425,1266.45,1198.4442448571428,
2017/4/8,1181.149838,,1197.7022172857144,
2017/4/9,1184.03,,1196.1608118571428,
2017/4/10,1207.744875,1250.05,1196.5747279999998,
2017/4/11,1226.617038,1252.9,1196.2732994285714,
2017/4/12,1219.09,1274.3,1189.1808654285712,
2017/4/13,1180.023713,1284.15,1189.0151637142858,
2017/4/14,1185.260057,,1197.8241082857144,
2017/4/15,1170.36,,1205.1626715714285,
2017/4/16,1186.927413,,1218.155703714286,
2017/4/17,1205.634875,,1228.307232285714,
2017/4/18,1176.97,1278.95,1233.3365358571427,
2017/4/19,1217.930088,1279.05,1247.9714912857144,
2017/4/20,1241.686325,1282.1,1260.997175142857,
2017/4/21,1236.63,1281.85,1267.6162715714286,
2017/4/22,1261.311225,,1281.1397614285713,
2017/4/23,1257.988113,,1291.6637347142857,
2017/4/24,1240.84,1269.4,1302.3797185714284,
2017/4/25,1279.414688,1267.8,1327.5701204285713,
2017/4/26,1309.109875,1261.85,1352.2360632857142,
2017/4/27,1288.02,1262.8,1372.013224,
2017/4/28,1331.294429,1266.45,1403.4806704285713,
2017/4/29,1334.979038,,1432.343619285714,
2017/4/30,1333.0,,1458.5966138571428,
2017/5/1,1417.172813,,1487.577818,
2017/5/2,1452.076288,1255.45,1519.498734,
2017/5/3,1447.55,1250.3,1547.930692857143,
2017/5/4,1508.292125,1228.45,1592.9787285714285,
2017/5/5,1533.335071,1228.05,1637.6499339999998,
2017/5/6,1518.75,,1679.887781,
2017/5/7,1535.868429,,1716.054925714286,
2017/5/8,1640.619225,1229.8,1750.404650142857,
2017/5/9,1651.1,1220.4,1770.3161894285715,
2017/5/10,1762.88625,1222.95,1782.877900142857,
2017/5/11,1820.990563,1223.15,1789.249159142857,
2017/5/12,1829.0,1231.25,1783.9619358571429,
2017/5/13,1771.920013,,1802.8934341428571,
2017/5/14,1776.3165,,1843.0348305714288,
2017/5/15,1780.0,1233.3,1876.2524734285714,
2017/5/16,1739.031975,1234.2,1920.632803857143,
2017/5/17,1807.485063,1257.4,1999.01542,
2017/5/18,1783.98,1255.9,2063.134696714286,
2017/5/19,1961.520488,1252.0,2149.3098804285714,
2017/5/20,2052.909788,,2185.0893617142856,
2017/5/21,2008.84,,2217.505106285714,
2017/5/22,2090.662313,1258.85,2243.810934857143,
2017/5/23,2287.710288,1260.2,2270.277847285714,
2017/5/24,2256.32,1252.55,2270.607806142857,
2017/5/25,2387.206286,1256.95,2274.8383652857146,
2017/5/26,2211.976857,1265.05,2276.557848857143,
2017/5/27,2279.82,,2304.8368692857143,
2017/5/28,2192.9808,,2339.971891857143,
2017/5/29,2275.9307,,2386.142226571428,
2017/5/30,2290.02,1262.7,2422.3706979999997,
2017/5/31,2285.933914,1266.2,2507.1269404285713,
2017/6/1,2399.242671,1264.85,2561.2679331428576,
2017/6/2,2409.93,1274.95,2601.8089801428573,
2017/6/3,2525.765158,,2661.4605944285718,
2017/6/4,2516.173143,,2707.118837142857,
2017/6/5,2529.53,1279.95,2761.755531,
2017/6/6,2883.313697,1293.5,2780.0619685714287,
2017/6/7,2664.920863,1291.0,2760.757881285714,
2017/6/8,2683.03,1273.1,2766.6263294285714,
2017/6/9,2827.4913,1266.55,2732.2620794285717,
2017/6/10,2845.372857,,2680.4718671428573,
2017/6/11,2898.63,,2627.9814589999996,
2017/6/12,2657.675063,1266.4,2572.0899235714287,
2017/6/13,2748.185086,1262.0,2566.3092378571428,
2017/6/14,2706.0,1275.5,2545.1399398571434,
2017/6/15,2442.48025,1254.55,2540.1461184285718,
2017/6/16,2464.959814,1255.4,2580.832941714286,
2017/6/17,2477.94,,2616.3358254285713,
2017/6/18,2507.389252,,2632.2250951428573,
2017/6/19,2617.210263,1248.15,2632.9360999999994,
2017/6/20,2600.0,1242.2,2616.4817767142854,
2017/6/21,2671.04325,1242.5,2604.753650142857,
2017/6/22,2727.288013,1250.8,2592.5116410000005,
2017/6/23,2713.48,1255.7,2568.3704962857146,
2017/6/24,2589.164888,,2534.6792641428574,
2017/6/25,2512.366286,,2522.1116148571423,
2017/6/26,2502.03,1245.25,2509.0964311428575,
2017/6/27,2517.903114,1249.55,2517.552921,
2017/6/28,2585.349186,1248.0,2529.242453,
2017/6/29,2558.3,1243.5,2531.176855,
2017/6/30,2477.641375,1242.25,2538.5579621428574,
2017/7/1,2501.191343,,2540.4950820000004,
2017/7/2,2421.26,,2540.7334615714285,
2017/7/3,2561.225429,1229.25,2557.159024142857,
2017/7/4,2599.729838,1223.75,2529.2939832857146,
2017/7/5,2598.89,1220.3,2490.3454349999997,
2017/7/6,2609.96775,1224.9,2459.8966594285716,
2017/7/7,2491.201214,1215.65,2423.4417547142853,
2017/7/8,2502.86,,2401.625867,
2017/7/9,2536.238938,,2338.216667,
2017/7/10,2366.170143,1211.9,2251.784575857143,
2017/7/11,2327.09,1211.05,2186.7545554285716,
2017/7/12,2385.748571,1218.8,2185.759162571429,
2017/7/13,2354.783417,1218.9,2168.4758952857146,
2017/7/14,2338.49,1230.3,2155.6796928571425,
2017/7/15,2058.9956,,2204.780459,
2017/7/16,1931.2143,,2311.7253528571423,
2017/7/17,1910.96,1234.1,2439.4818814285713,
2017/7/18,2320.12225,1240.75,2559.6048855714284,
2017/7/19,2264.7657,1242.15,2594.015695142857,
2017/7/20,2265.21,1238.7,2636.8063094285717,
2017/7/21,2682.195363,1248.55,2691.437023714286,
2017/7/22,2807.609857,,2705.6429122857144,
2017/7/23,2825.51,,2702.384361285714,
2017/7/24,2751.821029,1255.55,2691.0194208571434,
2017/7/25,2560.997917,1254.4,2707.392369142857,
2017/7/26,2564.3,1248.1,2750.521238142858,
2017/7/27,2647.625,1261.1,2768.997521428572,
2017/7/28,2781.636583,1264.9,2789.9250524285717,
2017/7/29,2784.8,,2791.119826285714,
2017/7/30,2745.955417,,2853.021971571429,
2017/7/31,2866.431667,1267.55,2925.394416714286,
2017/8/1,2862.9,1270.95,2974.5041785714284,
2017/8/2,2693.633983,1269.6,3059.4290832857146,
2017/8/3,2794.117717,1268.1,3154.242273857143,
2017/8/4,2790.0,1257.7,3232.265457142857,
2017/8/5,3218.115017,,3352.6235524285717,
2017/8/6,3252.562533,,3443.293252,
2017/8/7,3210.2,1258.0,3531.2871758571428,
2017/8/8,3457.374333,1261.8,3684.543175857143,
2017/8/9,3357.326317,1271.05,3793.0651752857148,
2017/8/10,3340.28,1284.4,3910.585701428572,
2017/8/11,3632.506667,1286.1,4051.792232428572,
2017/8/12,3852.802914,,4122.925575285714,
2017/8/13,3868.52,,4158.912301857143,
2017/8/14,4282.992,1282.3,4200.260592285714,
2017/8/15,4217.028329,1270.3,4166.079163714286,
2017/8/16,4179.97,1272.75,4133.115116714286,
2017/8/17,4328.725717,1285.15,4132.3979738571425,
2017/8/18,4130.440067,1295.8,4134.053831,
2017/8/19,4104.71,,4162.815250000001,
2017/8/20,4157.958033,,4199.358581,
2017/8/21,4043.722,1292.9,4227.408623857143,
2017/8/22,3986.28,1284.2,4269.598338142858,
2017/8/23,4174.95,1286.65,4358.413402428571,
2017/8/24,4340.316717,1289.0,4418.418809571429,
2017/8/25,4331.77,1285.3,4453.019278571429,
2017/8/26,4360.513317,,4535.872138142858,
2017/8/27,4354.308333,,4567.282732857143,
2017/8/28,4339.05,,4600.320113857143,
2017/8/29,4607.98545,1318.65,4601.0413020000005,
2017/8/30,4594.98785,1308.5,4584.003400571429,
2017/8/31,4582.52,1311.75,4554.007993428572,
2017/9/1,4911.740017,1320.4,4564.313493428572,
2017/9/2,4580.38748,,4478.457802857143,
2017/9/3,4585.57,,4440.153877142858,
2017/9/4,4344.098317,1333.1,4403.637448571429,
2017/9/5,4488.72014,1335.55,4389.921977142859,
2017/9/6,4385.02,1337.85,4348.474814285715,
2017/9/7,4654.6585,1343.5,4287.939281,
2017/9/8,4310.750183,1346.25,4097.220923857143,
2017/9/9,4312.26,,3940.8894691428577,
2017/9/10,4329.955,,3862.5131891428573,
2017/9/11,4248.090017,1334.2,3779.0997295714287,
2017/9/12,4198.59,1326.5,3697.7340128571427,
2017/9/13,3961.271267,1327.55,3661.2802032857144,
2017/9/14,3319.63,1324.55,3663.607403285714,
2017/9/15,3216.43,1322.85,3745.728831857143,
2017/9/16,3763.62604,,3805.8820532857144,
2017/9/17,3746.060783,,3807.7050332857148,
2017/9/18,3678.53,1312.1,3812.213492857143,
2017/9/19,3943.413333,1309.6,3849.93135,
2017/9/20,3977.561667,1311.3,3845.201928571428,
2017/9/21,3894.48,1292.1,3831.407404714286,
2017/9/22,3637.50255,1294.8,3875.337269,
2017/9/23,3776.3869,,3954.776142857143,
2017/9/24,3777.62,,4010.1880142857144,
2017/9/25,3942.555,1293.3,4093.4884381428574,
2017/9/26,3910.307383,1300.05,4156.963973857143,
2017/9/27,3881.0,1282.55,4226.072919142857,
2017/9/28,4201.98905,1283.35,4275.240776285715,
2017/9/29,4193.574667,1283.1,4294.792626285714,
2017/9/30,4164.27,,4312.650530999999,
2017/10/1,4360.722967,,4342.925054857143,
2017/10/2,4386.88375,1273.7,4377.433328571428,
2017/10/3,4394.07,1271.25,4408.687078571428,
2017/10/4,4225.175,1274.25,4464.1456499999995,
2017/10/5,4338.852,1274.5,4549.0471881428575,
2017/10/6,4318.58,1261.8,4618.092616714285,
2017/10/7,4376.191667,,4795.982126285714,
2017/10/8,4602.280883,,4990.731707142857,
2017/10/9,4605.66,1278.75,5165.547295285714,
2017/10/10,4782.28,1291.4,5323.482419142857,
2017/10/11,4819.485767,1289.25,5440.829982,
2017/10/12,4822.17,1290.25,5551.569158142856,
2017/10/13,5563.806567,1299.6,5680.921086714285,
2017/10/14,5739.438733,,5740.300125714287,
2017/10/15,5825.99,,5775.586021000001,
2017/10/16,5711.205867,1303.3,5798.042385285714,
2017/10/17,5603.71294,1284.75,5821.595813857143,
2017/10/18,5594.66,1280.2,5864.006822428571,
2017/10/19,5727.6335,1286.4,5874.715755714286,
2017/10/20,5979.45984,1281.2,5898.359315285715,
2017/10/21,5986.44,,5885.553623857143,
2017/10/22,5983.18455,,5855.590331,
2017/10/23,5876.079867,1274.9,5880.197398142857,
2017/10/24,5900.59,1276.45,5917.398845714285,
2017/10/25,5669.622533,1275.0,5987.121012428572,
2017/10/26,5893.138417,1273.75,6129.361605285715,
2017/10/27,5889.82,1266.45,6252.053259999999,
2017/10/28,5776.69695,,6438.8961257142855,
2017/10/29,6155.43402,,6676.159892428571,
2017/10/30,6136.49,1272.0,6849.096460999999,
2017/10/31,6388.645167,1270.15,6970.893842,
2017/11/1,6665.306683,1277.05,7071.391279999999,
2017/11/2,6751.98,1279.2,7137.581753857142,
2017/11/3,7197.72006,1267.2,7195.589905285715,
2017/11/4,7437.543317,,7127.258161,
2017/11/5,7365.99,,7003.211972857143,
2017/11/6,6989.071667,1270.9,6767.542199,
2017/11/7,7092.127233,1275.6,6704.850179857143,
2017/11/8,7128.64,1284.0,6619.350575142857,
2017/11/9,7158.03706,1284.8,6644.034849428572,
2017/11/10,6719.39785,1284.3,6737.891083714288,
2017/11/11,6569.22,,6902.087105142857,
2017/11/12,5716.301583,,7080.361445571428,
2017/11/13,6550.227533,1277.95,7407.697514714287,
2017/11/14,6493.63,1274.6,7621.910724285714,
2017/11/15,7301.42992,1282.2,7845.649295714286,
2017/11/16,7815.0307,1280.0,7983.7357357142855,
2017/11/17,7868.77,1284.35,8043.977064285714,
2017/11/18,7817.140383,,8098.578254714286,
2017/11/19,8007.654067,,8225.759238142857,
2017/11/20,8049.72,1286.2,8334.494371428573,
2017/11/21,8059.8,1283.3,8572.862235714287,
2017/11/22,8268.035,1286.95,8843.24921,
2017/11/23,8236.72,1290.35,9079.101352857144,
2017/11/24,8250.978333,1290.5,9352.051638571429,
2017/11/25,8707.407267,,9728.185019571427,
2017/11/26,8768.8,,10038.538267142856,
2017/11/27,9718.29505,1294.9,10404.798552857143,
2017/11/28,9952.50882,1291.85,10671.446402857142,
2017/11/29,9919.0,1283.85,10905.547999999999,
2017/11/30,10147.372,1280.2,11422.973714285714,
2017/12/1,10883.912,1275.5,12330.773667142857,
2017/12/2,10879.88,,13184.62623857143,
2017/12/3,11332.622,,13793.619688571429,
2017/12/4,11584.83,1273.45,14298.931545714286,
2017/12/5,11591.22,1266.3,14796.662974285713,
